instrument,class,adduct,fragment,ParKey,ParValue
MS:1002523,5-HEPE,[M-H]1-,precursor,shift,33.96723235
MS:1002791,5-HEPE,[M-H]1-,precursor,meanlog,1.497639108
MS:1002791,5-HEPE,[M-H]1-,precursor,model,dlnormPar
MS:1002791,5-HEPE,[M-H]1-,precursor,scale,2
MS:1002791,5-HEPE,[M-H]1-,precursor,sdlog,0.757586119
MS:1002791,5-HEPE,[M-H]1-,precursor,shift,-0.038073313
MS:1002523,5-HETE,[M-H]1-,m/z 115.0402,meanlog,5.643986226
MS:1002523,5-HETE,[M-H]1-,m/z 115.0402,model,dlnormPar
MS:1002523,5-HETE,[M-H]1-,m/z 115.0402,scale,0.549304324
MS:1002523,5-HETE,[M-H]1-,m/z 115.0402,sdlog,0.06694797
MS:1002523,5-HETE,[M-H]1-,m/z 115.0402,shift,250
MS:1002791,5-HETE,[M-H]1-,m/z 115.0402,meanlog,4.203255256
MS:1002791,5-HETE,[M-H]1-,m/z 115.0402,model,dlnormPar
MS:1002791,5-HETE,[M-H]1-,m/z 115.0402,scale,0.376500091
MS:1002791,5-HETE,[M-H]1-,m/z 115.0402,sdlog,0.156654419
MS:1002791,5-HETE,[M-H]1-,m/z 115.0402,shift,47.83057837
MS:1002523,5-HETE,[M-H]1-,m/z 203.1807,meanlog,5.633689572
MS:1002523,5-HETE,[M-H]1-,m/z 203.1807,model,dlnormPar
MS:1002523,5-HETE,[M-H]1-,m/z 203.1807,scale,0.064651484
MS:1002523,5-HETE,[M-H]1-,m/z 203.1807,sdlog,0.04557759
MS:1002523,5-HETE,[M-H]1-,m/z 203.1807,shift,250
MS:1002791,5-HETE,[M-H]1-,m/z 203.1807,meanlog,3.213570681
MS:1002791,5-HETE,[M-H]1-,m/z 203.1807,model,dlnormPar
MS:1002791,5-HETE,[M-H]1-,m/z 203.1807,scale,0.058412453
MS:1002791,5-HETE,[M-H]1-,m/z 203.1807,sdlog,0.378292244
MS:1002791,5-HETE,[M-H]1-,m/z 203.1807,shift,5.729481333
MS:1002523,5-HETE,[M-H]1-,m/z 257.2275,meanlog,5.602202093
MS:1002523,5-HETE,[M-H]1-,m/z 257.2275,model,dlnormPar
MS:1002523,5-HETE,[M-H]1-,m/z 257.2275,scale,0.135155262
MS:1002523,5-HETE,[M-H]1-,m/z 257.2275,sdlog,0.04225958
MS:1002523,5-HETE,[M-H]1-,m/z 257.2275,shift,250
MS:1002791,5-HETE,[M-H]1-,m/z 257.2275,meanlog,3.708665773
MS:1002791,5-HETE,[M-H]1-,m/z 257.2275,model,dlnormPar
MS:1002791,5-HETE,[M-H]1-,m/z 257.2275,scale,0.092514873
MS:1002791,5-HETE,[M-H]1-,m/z 257.2275,sdlog,0.157210547
MS:1002791,5-HETE,[M-H]1-,m/z 257.2275,shift,27.53629313
MS:1002523,5-HETE,[M-H]1-,m/z 301.2173,meanlog,5.158737344
MS:1002523,5-HETE,[M-H]1-,m/z 301.2173,model,dlnormPar
MS:1002523,5-HETE,[M-H]1-,m/z 301.2173,scale,0.361657899
MS:1002523,5-HETE,[M-H]1-,m/z 301.2173,sdlog,0.060561702
MS:1002523,5-HETE,[M-H]1-,m/z 301.2173,shift,160.3192394
MS:1002791,5-HETE,[M-H]1-,m/z 301.2173,meanlog,5.519340786
MS:1002791,5-HETE,[M-H]1-,m/z 301.2173,model,dlnormPar
MS:1002791,5-HETE,[M-H]1-,m/z 301.2173,scale,0.432408372
MS:1002791,5-HETE,[M-H]1-,m/z 301.2173,sdlog,0.030137323
MS:1002791,5-HETE,[M-H]1-,m/z 301.2173,shift,242.4400288
MS:1002523,5-HETE,[M-H]1-,m/z 59.0139,meanlog,4.533504216
MS:1002523,5-HETE,[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002523,5-HETE,[M-H]1-,m/z 59.0139,scale,0.598713908
MS:1002523,5-HETE,[M-H]1-,m/z 59.0139,sdlog,0.270113773
MS:1002523,5-HETE,[M-H]1-,m/z 59.0139,shift,24.84887977
MS:1002791,5-HETE,[M-H]1-,m/z 59.0139,meanlog,3.866085338
MS:1002791,5-HETE,[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002791,5-HETE,[M-H]1-,m/z 59.0139,scale,0.722911663
MS:1002791,5-HETE,[M-H]1-,m/z 59.0139,sdlog,0.581070115
MS:1002791,5-HETE,[M-H]1-,m/z 59.0139,shift,-4.220148875
MS:1002523,5-HETE,[M-H]1-,precursor,meanlog,3.229581795
MS:1002523,5-HETE,[M-H]1-,precursor,model,dlnormPar
MS:1002523,5-HETE,[M-H]1-,precursor,scale,0.458473727
MS:1002523,5-HETE,[M-H]1-,precursor,sdlog,0.288934961
MS:1002523,5-HETE,[M-H]1-,precursor,shift,11.1328688
MS:1002791,5-HETE,[M-H]1-,precursor,meanlog,3.112042255
MS:1002791,5-HETE,[M-H]1-,precursor,model,dlnormPar
MS:1002791,5-HETE,[M-H]1-,precursor,scale,2
MS:1002791,5-HETE,[M-H]1-,precursor,sdlog,0.254033996
MS:1002791,5-HETE,[M-H]1-,precursor,shift,18.11342005
MS:1002523,5-HETE{d8},[M-H]1-,m/z 116.0465,meanlog,5.643986226
MS:1002523,5-HETE{d8},[M-H]1-,m/z 116.0465,model,dlnormPar
MS:1002523,5-HETE{d8},[M-H]1-,m/z 116.0465,scale,0.549304324
MS:1002523,5-HETE{d8},[M-H]1-,m/z 116.0465,sdlog,0.06694797
MS:1002523,5-HETE{d8},[M-H]1-,m/z 116.0465,shift,250
MS:1002791,5-HETE{d8},[M-H]1-,m/z 116.0465,meanlog,4.203255256
MS:1002791,5-HETE{d8},[M-H]1-,m/z 116.0465,model,dlnormPar
MS:1002791,5-HETE{d8},[M-H]1-,m/z 116.0465,scale,0.376500091
MS:1002791,5-HETE{d8},[M-H]1-,m/z 116.0465,sdlog,0.156654419
MS:1002791,5-HETE{d8},[M-H]1-,m/z 116.0465,shift,47.83057837
MS:1002523,5-HETE{d8},[M-H]1-,m/z 210.2246,meanlog,5.633689572
MS:1002523,5-HETE{d8},[M-H]1-,m/z 210.2246,model,dlnormPar
MS:1002523,5-HETE{d8},[M-H]1-,m/z 210.2246,scale,0.064651484
MS:1002523,5-HETE{d8},[M-H]1-,m/z 210.2246,sdlog,0.04557759
MS:1002523,5-HETE{d8},[M-H]1-,m/z 210.2246,shift,250
MS:1002791,5-HETE{d8},[M-H]1-,m/z 210.2246,meanlog,3.213570681
MS:1002791,5-HETE{d8},[M-H]1-,m/z 210.2246,model,dlnormPar
MS:1002791,5-HETE{d8},[M-H]1-,m/z 210.2246,scale,0.058412453
MS:1002791,5-HETE{d8},[M-H]1-,m/z 210.2246,sdlog,0.378292244
MS:1002791,5-HETE{d8},[M-H]1-,m/z 210.2246,shift,5.729481333
MS:1002523,5-HETE{d8},[M-H]1-,m/z 265.2777,meanlog,5.602202093
MS:1002523,5-HETE{d8},[M-H]1-,m/z 265.2777,model,dlnormPar
MS:1002523,5-HETE{d8},[M-H]1-,m/z 265.2777,scale,0.135155262
MS:1002523,5-HETE{d8},[M-H]1-,m/z 265.2777,sdlog,0.04225958
MS:1002523,5-HETE{d8},[M-H]1-,m/z 265.2777,shift,250
MS:1002791,5-HETE{d8},[M-H]1-,m/z 265.2777,meanlog,3.708665773
MS:1002791,5-HETE{d8},[M-H]1-,m/z 265.2777,model,dlnormPar
MS:1002791,5-HETE{d8},[M-H]1-,m/z 265.2777,scale,0.092514873
MS:1002791,5-HETE{d8},[M-H]1-,m/z 265.2777,sdlog,0.157210547
MS:1002791,5-HETE{d8},[M-H]1-,m/z 265.2777,shift,27.53629313
MS:1002523,5-HETE{d8},[M-H]1-,m/z 309.2675,meanlog,5.158737344
MS:1002523,5-HETE{d8},[M-H]1-,m/z 309.2675,model,dlnormPar
MS:1002523,5-HETE{d8},[M-H]1-,m/z 309.2675,scale,0.361657899
MS:1002523,5-HETE{d8},[M-H]1-,m/z 309.2675,sdlog,0.060561702
MS:1002523,5-HETE{d8},[M-H]1-,m/z 309.2675,shift,160.3192394
MS:1002791,5-HETE{d8},[M-H]1-,m/z 309.2675,meanlog,5.519340786
MS:1002791,5-HETE{d8},[M-H]1-,m/z 309.2675,model,dlnormPar
MS:1002791,5-HETE{d8},[M-H]1-,m/z 309.2675,scale,0.432408372
MS:1002791,5-HETE{d8},[M-H]1-,m/z 309.2675,sdlog,0.030137323
MS:1002791,5-HETE{d8},[M-H]1-,m/z 309.2675,shift,242.4400288
MS:1002523,5-HETE{d8},[M-H]1-,m/z 59.0139,meanlog,4.533504216
MS:1002523,5-HETE{d8},[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002523,5-HETE{d8},[M-H]1-,m/z 59.0139,scale,0.598713908
MS:1002523,5-HETE{d8},[M-H]1-,m/z 59.0139,sdlog,0.270113773
MS:1002523,5-HETE{d8},[M-H]1-,m/z 59.0139,shift,24.84887977
MS:1002791,5-HETE{d8},[M-H]1-,m/z 59.0139,meanlog,3.866085338
MS:1002791,5-HETE{d8},[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002791,5-HETE{d8},[M-H]1-,m/z 59.0139,scale,0.722911663
MS:1002791,5-HETE{d8},[M-H]1-,m/z 59.0139,sdlog,0.581070115
MS:1002791,5-HETE{d8},[M-H]1-,m/z 59.0139,shift,-4.220148875
MS:1002523,5-HETE{d8},[M-H]1-,precursor,meanlog,3.229581795
MS:1002523,5-HETE{d8},[M-H]1-,precursor,model,dlnormPar
MS:1002523,5-HETE{d8},[M-H]1-,precursor,scale,0.458473727
MS:1002523,5-HETE{d8},[M-H]1-,precursor,sdlog,0.288934961
MS:1002523,5-HETE{d8},[M-H]1-,precursor,shift,11.1328688
MS:1002791,5-HETE{d8},[M-H]1-,precursor,meanlog,3.112042255
MS:1002791,5-HETE{d8},[M-H]1-,precursor,model,dlnormPar
MS:1002791,5-HETE{d8},[M-H]1-,precursor,scale,2
MS:1002791,5-HETE{d8},[M-H]1-,precursor,sdlog,0.254033996
MS:1002791,5-HETE{d8},[M-H]1-,precursor,shift,18.11342005
MS:1002523,5-HpETE,[M-H]1-,m/z 109.0658,meanlog,5.65587592
MS:1002523,5-HpETE,[M-H]1-,m/z 109.0658,model,dlnormPar
MS:1002523,5-HpETE,[M-H]1-,m/z 109.0658,scale,0.103979216
MS:1002523,5-HpETE,[M-H]1-,m/z 109.0658,sdlog,0.094432216
MS:1002523,5-HpETE,[M-H]1-,m/z 109.0658,shift,250
MS:1002523,5-HpETE,[M-H]1-,m/z 129.0558,meanlog,5.081402092
MS:1002523,5-HpETE,[M-H]1-,m/z 129.0558,model,dlnormPar
MS:1002523,5-HpETE,[M-H]1-,m/z 129.0558,scale,0.266581359
MS:1002523,5-HpETE,[M-H]1-,m/z 129.0558,sdlog,0.107217486
MS:1002523,5-HpETE,[M-H]1-,m/z 129.0558,shift,146.9556015
MS:1002523,5-HpETE,[M-H]1-,m/z 155.0714,meanlog,5.609224474
MS:1002523,5-HpETE,[M-H]1-,m/z 155.0714,model,dlnormPar
MS:1002523,5-HpETE,[M-H]1-,m/z 155.0714,scale,0.118216343
MS:1002523,5-HpETE,[M-H]1-,m/z 155.0714,sdlog,0.057148094
MS:1002523,5-HpETE,[M-H]1-,m/z 155.0714,shift,250
MS:1002523,5-HpETE,[M-H]1-,m/z 163.1493,meanlog,5.582993549
MS:1002523,5-HpETE,[M-H]1-,m/z 163.1493,model,dlnormPar
MS:1002523,5-HpETE,[M-H]1-,m/z 163.1493,scale,0.087833896
MS:1002523,5-HpETE,[M-H]1-,m/z 163.1493,sdlog,0.048471284
MS:1002523,5-HpETE,[M-H]1-,m/z 163.1493,shift,250
MS:1002523,5-HpETE,[M-H]1-,m/z 203.1804,meanlog,5.604697021
MS:1002523,5-HpETE,[M-H]1-,m/z 203.1804,model,dlnormPar
MS:1002523,5-HpETE,[M-H]1-,m/z 203.1804,scale,0.181047865
MS:1002523,5-HpETE,[M-H]1-,m/z 203.1804,sdlog,0.053385482
MS:1002523,5-HpETE,[M-H]1-,m/z 203.1804,shift,250
MS:1002523,5-HpETE,[M-H]1-,m/z 273.2223,meanlog,4.970174248
MS:1002523,5-HpETE,[M-H]1-,m/z 273.2223,model,dlnormPar
MS:1002523,5-HpETE,[M-H]1-,m/z 273.2223,scale,0.120295265
MS:1002523,5-HpETE,[M-H]1-,m/z 273.2223,sdlog,0.075763159
MS:1002523,5-HpETE,[M-H]1-,m/z 273.2223,shift,130.7221965
MS:1002523,5-HpETE,[M-H]1-,m/z 299.2016,meanlog,4.360204979
MS:1002523,5-HpETE,[M-H]1-,m/z 299.2016,model,dlnormPar
MS:1002523,5-HpETE,[M-H]1-,m/z 299.2016,scale,0.040480502
MS:1002523,5-HpETE,[M-H]1-,m/z 299.2016,sdlog,0.120889329
MS:1002523,5-HpETE,[M-H]1-,m/z 299.2016,shift,65.7633693
MS:1002523,5-HpETE,[M-H]1-,m/z 317.2119,meanlog,3.021791581
MS:1002523,5-HpETE,[M-H]1-,m/z 317.2119,model,dlnormPar
MS:1002523,5-HpETE,[M-H]1-,m/z 317.2119,scale,0.138661224
MS:1002523,5-HpETE,[M-H]1-,m/z 317.2119,sdlog,0.251357132
MS:1002523,5-HpETE,[M-H]1-,m/z 317.2119,shift,7.223615489
MS:1002523,5-HpETE,[M-H]1-,m/z 59.0139,meanlog,5.719062603
MS:1002523,5-HpETE,[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002523,5-HpETE,[M-H]1-,m/z 59.0139,scale,0.532337804
MS:1002523,5-HpETE,[M-H]1-,m/z 59.0139,sdlog,0.091502304
MS:1002523,5-HpETE,[M-H]1-,m/z 59.0139,shift,250
MS:1002523,5-HpETE,[M-H]1-,precursor,meanlog,3.313788839
MS:1002523,5-HpETE,[M-H]1-,precursor,model,dlnormPar
MS:1002523,5-HpETE,[M-H]1-,precursor,scale,0.050882181
MS:1002523,5-HpETE,[M-H]1-,precursor,sdlog,0.212890229
MS:1002523,5-HpETE,[M-H]1-,precursor,shift,14.081523
MS:1002523,5-OxoETE,[M-H]1-,m/z 129.0558,meanlog,5.08517509
MS:1002523,5-OxoETE,[M-H]1-,m/z 129.0558,model,dlnormPar
MS:1002523,5-OxoETE,[M-H]1-,m/z 129.0558,scale,0.030949496
MS:1002523,5-OxoETE,[M-H]1-,m/z 129.0558,sdlog,0.069454344
MS:1002523,5-OxoETE,[M-H]1-,m/z 129.0558,shift,133.0887129
MS:1002791,5-OxoETE,[M-H]1-,m/z 129.0558,meanlog,2.470193575
MS:1002791,5-OxoETE,[M-H]1-,m/z 129.0558,model,dlnormPar
MS:1002791,5-OxoETE,[M-H]1-,m/z 129.0558,scale,0.028986337
MS:1002791,5-OxoETE,[M-H]1-,m/z 129.0558,sdlog,0.746805263
MS:1002791,5-OxoETE,[M-H]1-,m/z 129.0558,shift,-7.809485577
MS:1002523,5-OxoETE,[M-H]1-,m/z 163.1494,meanlog,5.505559295
MS:1002523,5-OxoETE,[M-H]1-,m/z 163.1494,model,dlnormPar
MS:1002523,5-OxoETE,[M-H]1-,m/z 163.1494,scale,0.020820418
MS:1002523,5-OxoETE,[M-H]1-,m/z 163.1494,sdlog,0.041443928
MS:1002523,5-OxoETE,[M-H]1-,m/z 163.1494,shift,214.5780309
MS:1002791,5-OxoETE,[M-H]1-,m/z 163.1494,meanlog,2.565702427
MS:1002791,5-OxoETE,[M-H]1-,m/z 163.1494,model,dlnormPar
MS:1002791,5-OxoETE,[M-H]1-,m/z 163.1494,scale,0.019667686
MS:1002791,5-OxoETE,[M-H]1-,m/z 163.1494,sdlog,0.634266762
MS:1002791,5-OxoETE,[M-H]1-,m/z 163.1494,shift,-7.502768861
MS:1002523,5-OxoETE,[M-H]1-,m/z 203.1806,meanlog,5.586026235
MS:1002523,5-OxoETE,[M-H]1-,m/z 203.1806,model,dlnormPar
MS:1002523,5-OxoETE,[M-H]1-,m/z 203.1806,scale,0.068349742
MS:1002523,5-OxoETE,[M-H]1-,m/z 203.1806,sdlog,0.050843586
MS:1002523,5-OxoETE,[M-H]1-,m/z 203.1806,shift,229.7444722
MS:1002791,5-OxoETE,[M-H]1-,m/z 203.1806,meanlog,3.890188537
MS:1002791,5-OxoETE,[M-H]1-,m/z 203.1806,model,dlnormPar
MS:1002791,5-OxoETE,[M-H]1-,m/z 203.1806,scale,0.053629803
MS:1002791,5-OxoETE,[M-H]1-,m/z 203.1806,sdlog,0.204616353
MS:1002791,5-OxoETE,[M-H]1-,m/z 203.1806,shift,26.23388461
MS:1002523,5-OxoETE,[M-H]1-,m/z 245.1911,meanlog,5.642605469
MS:1002523,5-OxoETE,[M-H]1-,m/z 245.1911,model,dlnormPar
MS:1002523,5-OxoETE,[M-H]1-,m/z 245.1911,scale,0.014603137
MS:1002523,5-OxoETE,[M-H]1-,m/z 245.1911,sdlog,0.037016521
MS:1002523,5-OxoETE,[M-H]1-,m/z 245.1911,shift,250
MS:1002791,5-OxoETE,[M-H]1-,m/z 245.1911,meanlog,3.165262163
MS:1002791,5-OxoETE,[M-H]1-,m/z 245.1911,model,dlnormPar
MS:1002791,5-OxoETE,[M-H]1-,m/z 245.1911,scale,0.014939251
MS:1002791,5-OxoETE,[M-H]1-,m/z 245.1911,sdlog,0.438274231
MS:1002791,5-OxoETE,[M-H]1-,m/z 245.1911,shift,-0.270867541
MS:1002523,5-OxoETE,[M-H]1-,m/z 273.2223,meanlog,5.621264455
MS:1002523,5-OxoETE,[M-H]1-,m/z 273.2223,model,dlnormPar
MS:1002523,5-OxoETE,[M-H]1-,m/z 273.2223,scale,0.048944436
MS:1002523,5-OxoETE,[M-H]1-,m/z 273.2223,sdlog,0.03462451
MS:1002523,5-OxoETE,[M-H]1-,m/z 273.2223,shift,250
MS:1002791,5-OxoETE,[M-H]1-,m/z 273.2223,meanlog,2.874482608
MS:1002791,5-OxoETE,[M-H]1-,m/z 273.2223,model,dlnormPar
MS:1002791,5-OxoETE,[M-H]1-,m/z 273.2223,scale,0.037321422
MS:1002791,5-OxoETE,[M-H]1-,m/z 273.2223,sdlog,0.358808827
MS:1002791,5-OxoETE,[M-H]1-,m/z 273.2223,shift,1.572245354
MS:1002523,5-OxoETE,[M-H]1-,m/z 59.0139,meanlog,4.72790018
MS:1002523,5-OxoETE,[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002523,5-OxoETE,[M-H]1-,m/z 59.0139,scale,0.787607887
MS:1002523,5-OxoETE,[M-H]1-,m/z 59.0139,sdlog,0.529183497
MS:1002523,5-OxoETE,[M-H]1-,m/z 59.0139,shift,9.370145205
MS:1002791,5-OxoETE,[M-H]1-,m/z 59.0139,meanlog,4.021294822
MS:1002791,5-OxoETE,[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002791,5-OxoETE,[M-H]1-,m/z 59.0139,scale,0.692311833
MS:1002791,5-OxoETE,[M-H]1-,m/z 59.0139,sdlog,0.64853795
MS:1002791,5-OxoETE,[M-H]1-,m/z 59.0139,shift,-1.330714225
MS:1002523,5-OxoETE,[M-H]1-,m/z 71.0137,meanlog,5.349513277
MS:1002523,5-OxoETE,[M-H]1-,m/z 71.0137,model,dlnormPar
MS:1002523,5-OxoETE,[M-H]1-,m/z 71.0137,scale,0.563812204
MS:1002523,5-OxoETE,[M-H]1-,m/z 71.0137,sdlog,0.87547255
MS:1002523,5-OxoETE,[M-H]1-,m/z 71.0137,shift,-1.463025477
MS:1002791,5-OxoETE,[M-H]1-,m/z 71.0137,meanlog,5.500510641
MS:1002791,5-OxoETE,[M-H]1-,m/z 71.0137,model,dlnormPar
MS:1002791,5-OxoETE,[M-H]1-,m/z 71.0137,scale,0.551481504
MS:1002791,5-OxoETE,[M-H]1-,m/z 71.0137,sdlog,1.147992449
MS:1002791,5-OxoETE,[M-H]1-,m/z 71.0137,shift,-2.160415853
MS:1002523,5-OxoETE,[M-H]1-,precursor,meanlog,4.941858422
MS:1002523,5-OxoETE,[M-H]1-,precursor,model,dlnormPar
MS:1002523,5-OxoETE,[M-H]1-,precursor,scale,1.286953854
MS:1002523,5-OxoETE,[M-H]1-,precursor,sdlog,0.058385172
MS:1002523,5-OxoETE,[M-H]1-,precursor,shift,126.8803374
MS:1002791,5-OxoETE,[M-H]1-,precursor,meanlog,5.007911519
MS:1002791,5-OxoETE,[M-H]1-,precursor,model,dlnormPar
MS:1002791,5-OxoETE,[M-H]1-,precursor,scale,1.713358274
MS:1002791,5-OxoETE,[M-H]1-,precursor,sdlog,0.039394874
MS:1002791,5-OxoETE,[M-H]1-,precursor,shift,143.5416516
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 131.0684,meanlog,5.08517509
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 131.0684,model,dlnormPar
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 131.0684,scale,0.030949496
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 131.0684,sdlog,0.069454344
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 131.0684,shift,133.0887129
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 131.0684,meanlog,2.470193575
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 131.0684,model,dlnormPar
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 131.0684,scale,0.028986337
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 131.0684,sdlog,0.746805263
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 131.0684,shift,-7.809485577
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 167.1745,meanlog,5.505559295
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 167.1745,model,dlnormPar
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 167.1745,scale,0.020820418
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 167.1745,sdlog,0.041443928
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 167.1745,shift,214.5780309
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 167.1745,meanlog,2.565702427
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 167.1745,model,dlnormPar
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 167.1745,scale,0.019667686
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 167.1745,sdlog,0.634266762
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 167.1745,shift,-7.502768861
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 210.2245,meanlog,5.586026235
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 210.2245,model,dlnormPar
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 210.2245,scale,0.068349742
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 210.2245,sdlog,0.050843586
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 210.2245,shift,229.7444722
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 210.2245,meanlog,3.890188537
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 210.2245,model,dlnormPar
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 210.2245,scale,0.053629803
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 210.2245,sdlog,0.204616353
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 210.2245,shift,26.23388461
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 252.2350,meanlog,5.642605469
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 252.2350,model,dlnormPar
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 252.2350,scale,0.014603137
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 252.2350,sdlog,0.037016521
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 252.2350,shift,250
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 252.2350,meanlog,3.165262163
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 252.2350,model,dlnormPar
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 252.2350,scale,0.014939251
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 252.2350,sdlog,0.438274231
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 252.2350,shift,-0.270867541
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 280.2662,meanlog,5.621264455
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 280.2662,model,dlnormPar
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 280.2662,scale,0.048944436
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 280.2662,sdlog,0.03462451
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 280.2662,shift,250
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 280.2662,meanlog,2.874482608
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 280.2662,model,dlnormPar
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 280.2662,scale,0.037321422
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 280.2662,sdlog,0.358808827
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 280.2662,shift,1.572245354
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 59.0139,meanlog,4.72790018
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 59.0139,scale,0.787607887
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 59.0139,sdlog,0.529183497
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 59.0139,shift,9.370145205
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 59.0139,meanlog,4.021294822
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 59.0139,model,dlnormPar
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 59.0139,scale,0.692311833
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 59.0139,sdlog,0.64853795
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 59.0139,shift,-1.330714225
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 71.0137,meanlog,5.349513277
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 71.0137,model,dlnormPar
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 71.0137,scale,0.563812204
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 71.0137,sdlog,0.87547255
MS:1002523,5-OxoETE{d7},[M-H]1-,m/z 71.0137,shift,-1.463025477
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 71.0137,meanlog,5.500510641
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 71.0137,model,dlnormPar
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 71.0137,scale,0.551481504
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 71.0137,sdlog,1.147992449
MS:1002791,5-OxoETE{d7},[M-H]1-,m/z 71.0137,shift,-2.160415853
MS:1002523,5-OxoETE{d7},[M-H]1-,precursor,meanlog,4.941858422
MS:1002523,5-OxoETE{d7},[M-H]1-,precursor,model,dlnormPar
MS:1002523,5-OxoETE{d7},[M-H]1-,precursor,scale,1.286953854
MS:1002523,5-OxoETE{d7},[M-H]1-,precursor,sdlog,0.058385172
MS:1002523,5-OxoETE{d7},[M-H]1-,precursor,shift,126.8803374
MS:1002791,5-OxoETE{d7},[M-H]1-,precursor,meanlog,5.007911519
MS:1002791,5-OxoETE{d7},[M-H]1-,precursor,model,dlnormPar
MS:1002791,5-OxoETE{d7},[M-H]1-,precursor,scale,1.713358274
MS:1002791,5-OxoETE{d7},[M-H]1-,precursor,sdlog,0.039394874
MS:1002791,5-OxoETE{d7},[M-H]1-,precursor,shift,143.5416516
MS:1002523,8(9)-EET,[M-H]1-,m/z 123.0815,meanlog,4.659233775
MS:1002523,8(9)-EET,[M-H]1-,m/z 123.0815,model,dlnormPar
